,x,y,z,t,activity
636,0.41,-0.89,0.13,26496,Standing
637,0.39,-0.88,0.14,26537,Standing
638,0.4,-0.88,0.12,26578,Standing
639,0.4,-0.9,0.14,26619,Standing
640,0.38,-0.9,0.13,26660,Standing
641,0.37,-0.9,0.13,26701,Standing
642,0.37,-0.9,0.14,26742,Standing
643,0.36,-0.9,0.14,26783,Standing
644,0.36,-0.93,0.15,26824,Standing
645,0.36,-0.95,0.15,26865,Standing
646,0.34,-0.93,0.16,26906,Standing
647,0.34,-0.91,0.16,26947,Standing
648,0.32,-0.9,0.16,26988,Standing
649,0.32,-0.91,0.16,27029,Standing
650,0.36,-0.91,0.14,27070,Standing
651,0.34,-0.93,0.14,27111,Standing
652,0.35,-0.93,0.14,27152,Standing
653,0.36,-0.91,0.14,27192,Standing
654,0.33,-0.93,0.14,27233,Standing
655,0.36,-0.92,0.16,27274,Standing
656,0.37,-0.92,0.15,27315,Standing
657,0.37,-0.95,0.16,27356,Standing
658,0.38,-0.93,0.16,27397,Standing
659,0.37,-0.94,0.15,27438,Standing
660,0.37,-0.93,0.15,27479,Standing
661,0.37,-0.92,0.14,27520,Standing
662,0.36,-0.93,0.14,27560,Standing
663,0.36,-0.93,0.13,27601,Standing
664,0.36,-0.93,0.14,27642,Standing
665,0.36,-0.92,0.14,27683,Standing
666,0.36,-0.92,0.13,27724,Standing
667,0.36,-0.92,0.12,27765,Standing
668,0.37,-0.93,0.12,27806,Standing
669,0.37,-0.93,0.12,27847,Standing
670,0.37,-0.93,0.13,27888,Standing
671,0.37,-0.92,0.13,27929,Standing
672,0.36,-0.94,0.13,27970,Standing
673,0.38,-0.93,0.13,28011,Standing
674,0.37,-0.93,0.14,28052,Standing
675,0.35,-0.92,0.14,28093,Standing
676,0.36,-0.91,0.14,28134,Standing
677,0.36,-0.92,0.14,28175,Standing
678,0.37,-0.91,0.13,28216,Standing
679,0.38,-0.91,0.14,28257,Standing
680,0.37,-0.92,0.13,28298,Standing
681,0.38,-0.93,0.14,28339,Standing
682,0.39,-0.92,0.14,28380,Standing
683,0.38,-0.91,0.13,28421,Standing
684,0.38,-0.91,0.14,28462,Standing
685,0.38,-0.92,0.13,28503,Standing
686,0.37,-0.91,0.14,28544,Standing
687,0.39,-0.93,0.14,28584,Standing
688,0.39,-0.92,0.14,28625,Standing
689,0.38,-0.93,0.12,28666,Standing
690,0.4,-0.92,0.13,28707,Standing
691,0.38,-0.9,0.14,28748,Standing
692,0.39,-0.91,0.15,28789,Standing
693,0.39,-0.9,0.13,28830,Standing
694,0.39,-0.92,0.14,28871,Standing
695,0.39,-0.92,0.14,28912,Standing
696,0.4,-0.91,0.14,28953,Standing
697,0.38,-0.91,0.14,28993,Standing
698,0.37,-0.92,0.14,29034,Standing
699,0.39,-0.91,0.14,29075,Standing
700,0.39,-0.91,0.15,29116,Standing
701,0.38,-0.92,0.14,29157,Standing
702,0.4,-0.91,0.14,29198,Standing
703,0.38,-0.92,0.15,29239,Standing
704,0.39,-0.91,0.14,29280,Standing
705,0.38,-0.91,0.15,29321,Standing
706,0.37,-0.93,0.14,29362,Standing
707,0.38,-0.91,0.14,29402,Standing
708,0.38,-0.91,0.13,29443,Standing
709,0.37,-0.91,0.13,29484,Standing
710,0.39,-0.92,0.13,29524,Standing
711,0.37,-0.92,0.15,29565,Standing
712,0.37,-0.92,0.15,29606,Standing
713,0.38,-0.92,0.15,29647,Standing
714,0.39,-0.92,0.15,29688,Standing
715,0.37,-0.92,0.15,29729,Standing
716,0.38,-0.91,0.15,29770,Standing
717,0.38,-0.92,0.14,29810,Standing
718,0.37,-0.91,0.14,29851,Standing
719,0.38,-0.93,0.14,29892,Standing
720,0.37,-0.92,0.14,29933,Standing
721,0.36,-0.92,0.15,29974,Standing
722,0.36,-0.92,0.15,30015,Standing
723,0.35,-0.92,0.15,30056,Standing
724,0.36,-0.92,0.15,30096,Standing
725,0.37,-0.92,0.14,30137,Standing
726,0.37,-0.92,0.14,30178,Standing
727,0.37,-0.92,0.15,30219,Standing
728,0.37,-0.92,0.14,30260,Standing
729,0.37,-0.92,0.15,30301,Standing
730,0.37,-0.92,0.15,30342,Standing
731,0.38,-0.92,0.15,30382,Standing
732,0.36,-0.92,0.14,30423,Standing
733,0.36,-0.92,0.15,30464,Standing
734,0.36,-0.93,0.14,30504,Standing
735,0.36,-0.92,0.15,30545,Standing
736,0.36,-0.92,0.14,30586,Standing
737,0.36,-0.92,0.15,30627,Standing
738,0.36,-0.91,0.14,30668,Standing
739,0.38,-0.92,0.16,30708,Standing
740,0.37,-0.92,0.14,30749,Standing
741,0.37,-0.92,0.14,30790,Standing
742,0.38,-0.93,0.14,30831,Standing
743,0.38,-0.92,0.14,30872,Standing
744,0.38,-0.92,0.15,30913,Standing
745,0.38,-0.93,0.15,30954,Standing
746,0.38,-0.91,0.15,30995,Standing
747,0.38,-0.92,0.14,31036,Standing
748,0.38,-0.92,0.14,31077,Standing
749,0.37,-0.92,0.14,31117,Standing
750,0.37,-0.91,0.14,31158,Standing
751,0.38,-0.93,0.13,31199,Standing
752,0.37,-0.92,0.14,31240,Standing
753,0.37,-0.92,0.14,31281,Standing
754,0.39,-0.92,0.14,31322,Standing
755,0.37,-0.92,0.14,31363,Standing
756,0.38,-0.91,0.14,31404,Standing
757,0.38,-0.91,0.14,31444,Standing
758,0.37,-0.92,0.14,31485,Standing
759,0.39,-0.91,0.14,31526,Standing
760,0.39,-0.92,0.15,31567,Standing
761,0.38,-0.91,0.14,31608,Standing
762,0.39,-0.91,0.14,31649,Standing
763,0.39,-0.93,0.14,31690,Standing
764,0.38,-0.91,0.13,31731,Standing
765,0.39,-0.91,0.14,31772,Standing
766,0.39,-0.93,0.14,31813,Standing
767,0.38,-0.91,0.14,31854,Standing
768,0.37,-0.91,0.14,31895,Standing
769,0.38,-0.92,0.15,31936,Standing
770,0.37,-0.92,0.14,31977,Standing
771,0.37,-0.91,0.14,32018,Standing
772,0.38,-0.92,0.15,32059,Standing
773,0.39,-0.92,0.15,32100,Standing
774,0.39,-0.91,0.14,32141,Standing
775,0.39,-0.92,0.15,32181,Standing
776,0.39,-0.91,0.14,32222,Standing
777,0.39,-0.91,0.14,32263,Standing
778,0.39,-0.91,0.14,32304,Standing
779,0.39,-0.91,0.15,32345,Standing
780,0.39,-0.92,0.14,32386,Standing
781,0.37,-0.91,0.15,32427,Standing
782,0.38,-0.91,0.14,32467,Standing
783,0.37,-0.91,0.14,32508,Standing
784,0.37,-0.91,0.15,32549,Standing
785,0.38,-0.91,0.14,32590,Standing
786,0.39,-0.91,0.14,32631,Standing
787,0.37,-0.92,0.15,32672,Standing
788,0.38,-0.91,0.14,32713,Standing
789,0.37,-0.93,0.14,32754,Standing
790,0.37,-0.93,0.14,32795,Standing
791,0.37,-0.91,0.14,32836,Standing
792,0.37,-0.91,0.15,32877,Standing
793,0.37,-0.91,0.15,32918,Standing
794,0.39,-0.92,0.15,32959,Standing
795,0.38,-0.92,0.13,33000,Standing
796,0.38,-0.92,0.14,33041,Standing
797,0.37,-0.92,0.14,33082,Standing
798,0.37,-0.93,0.14,33123,Standing
799,0.36,-0.93,0.14,33164,Standing
800,0.36,-0.93,0.14,33205,Standing
801,0.35,-0.92,0.13,33246,Standing
802,0.36,-0.93,0.13,33287,Standing
803,0.36,-0.92,0.13,33328,Standing
804,0.34,-0.93,0.14,33369,Standing
805,0.35,-0.93,0.13,33410,Standing
806,0.36,-0.93,0.12,33451,Standing
807,0.36,-0.92,0.13,33491,Standing
808,0.36,-0.93,0.14,33532,Standing
809,0.36,-0.93,0.14,33573,Standing
810,0.36,-0.93,0.14,33614,Standing
811,0.36,-0.93,0.14,33655,Standing
812,0.36,-0.93,0.14,33696,Standing
813,0.36,-0.92,0.13,33737,Standing
814,0.36,-0.93,0.14,33778,Standing
815,0.36,-0.93,0.14,33819,Standing
816,0.36,-0.92,0.13,33860,Standing
817,0.36,-0.93,0.13,33901,Standing
818,0.35,-0.93,0.13,33942,Standing
819,0.36,-0.92,0.14,33983,Standing
820,0.36,-0.92,0.14,34024,Standing
821,0.37,-0.92,0.14,34065,Standing
822,0.37,-0.93,0.13,34106,Standing
823,0.38,-0.93,0.14,34147,Standing
824,0.37,-0.92,0.14,34188,Standing
825,0.37,-0.92,0.15,34229,Standing
826,0.37,-0.92,0.14,34270,Standing
827,0.37,-0.92,0.14,34311,Standing
828,0.39,-0.91,0.16,34352,Standing
829,0.38,-0.91,0.15,34393,Standing
830,0.38,-0.91,0.14,34434,Standing
831,0.38,-0.91,0.13,34475,Standing
832,0.36,-0.93,0.13,34515,Standing
833,0.36,-0.94,0.12,34556,Standing
834,0.35,-0.91,0.11,34597,Standing
835,0.37,-0.93,0.13,34638,Standing
836,0.37,-0.9,0.13,34679,Standing
837,0.37,-0.91,0.14,34720,Standing
838,0.37,-0.94,0.15,34760,Standing
839,0.38,-0.96,0.15,34801,Standing
840,0.38,-0.94,0.14,34842,Standing
841,0.36,-0.91,0.14,34883,Standing
842,0.37,-0.91,0.13,34924,Standing
843,0.36,-0.91,0.14,34965,Standing
844,0.37,-0.91,0.13,35006,Standing
845,0.37,-0.92,0.14,35047,Standing
846,0.37,-0.92,0.14,35088,Standing
847,0.38,-0.93,0.12,35129,Standing
848,0.37,-0.92,0.13,35170,Standing
849,0.37,-0.91,0.14,35211,Standing
850,0.37,-0.92,0.14,35252,Standing
851,0.37,-0.92,0.14,35293,Standing
852,0.39,-0.94,0.12,35334,Standing
853,0.37,-0.93,0.13,35375,Standing
854,0.37,-0.91,0.14,35416,Standing
855,0.38,-0.91,0.15,35457,Standing
856,0.38,-0.91,0.15,35497,Standing
857,0.37,-0.92,0.15,35538,Standing
858,0.39,-0.92,0.14,35579,Standing
859,0.39,-0.91,0.13,35620,Standing
860,0.37,-0.9,0.14,35661,Standing
861,0.38,-0.91,0.14,35702,Standing
862,0.39,-0.91,0.13,35743,Standing
863,0.38,-0.93,0.12,35784,Standing
864,0.38,-0.91,0.14,35825,Standing
865,0.37,-0.91,0.13,35866,Standing
866,0.38,-0.91,0.13,35907,Standing
867,0.36,-0.93,0.13,35948,Standing
868,0.37,-0.93,0.13,35989,Standing
869,0.36,-0.92,0.14,36030,Standing
870,0.37,-0.92,0.14,36071,Standing
871,0.37,-0.92,0.13,36112,Standing
872,0.38,-0.93,0.13,36153,Standing
873,0.37,-0.93,0.13,36194,Standing
874,0.37,-0.92,0.12,36235,Standing
875,0.37,-0.93,0.13,36276,Standing
876,0.37,-0.92,0.13,36317,Standing
877,0.37,-0.92,0.13,36358,Standing
878,0.37,-0.92,0.12,36399,Standing
879,0.37,-0.93,0.13,36441,Standing
880,0.36,-0.91,0.13,36482,Standing
881,0.37,-0.92,0.14,36524,Standing
882,0.37,-0.93,0.13,36564,Standing
883,0.37,-0.93,0.12,36605,Standing
884,0.37,-0.93,0.13,36646,Standing
885,0.37,-0.92,0.13,36686,Standing
886,0.37,-0.92,0.13,36727,Standing
887,0.38,-0.93,0.13,36768,Standing
888,0.38,-0.92,0.13,36809,Standing
889,0.39,-0.93,0.13,36850,Standing
890,0.39,-0.92,0.13,36891,Standing
891,0.39,-0.91,0.14,36932,Standing
892,0.39,-0.91,0.14,36973,Standing
893,0.37,-0.91,0.13,37013,Standing
894,0.4,-0.91,0.13,37054,Standing
895,0.37,-0.9,0.12,37095,Standing
896,0.39,-0.91,0.14,37137,Standing
897,0.39,-0.91,0.13,37177,Standing
898,0.39,-0.91,0.13,37218,Standing
899,0.39,-0.91,0.13,37259,Standing
900,0.39,-0.91,0.13,37300,Standing
901,0.39,-0.91,0.13,37341,Standing
902,0.39,-0.91,0.14,37382,Standing
903,0.39,-0.89,0.14,37423,Standing
904,0.38,-0.91,0.13,37463,Standing
905,0.4,-0.91,0.13,37504,Standing
906,0.39,-0.91,0.13,37545,Standing
907,0.39,-0.92,0.13,37586,Standing
908,0.4,-0.92,0.14,37627,Standing
909,0.4,-0.92,0.13,37668,Standing
910,0.39,-0.92,0.13,37709,Standing
911,0.39,-0.92,0.13,37749,Standing
912,0.4,-0.92,0.14,37790,Standing
913,0.39,-0.91,0.13,37831,Standing
914,0.39,-0.91,0.13,37872,Standing
915,0.39,-0.91,0.13,37913,Standing
916,0.39,-0.91,0.13,37954,Standing
917,0.39,-0.91,0.12,37995,Standing
918,0.39,-0.91,0.12,38036,Standing
919,0.4,-0.91,0.12,38076,Standing
920,0.39,-0.9,0.13,38117,Standing
921,0.4,-0.91,0.12,38158,Standing
922,0.4,-0.91,0.12,38199,Standing
923,0.39,-0.9,0.12,38240,Standing
924,0.4,-0.91,0.13,38281,Standing
925,0.4,-0.92,0.13,38322,Standing
926,0.4,-0.93,0.13,38363,Standing
927,0.39,-0.91,0.14,38403,Standing
928,0.38,-0.93,0.13,38444,Standing
929,0.39,-0.91,0.12,38484,Standing
930,0.38,-0.91,0.12,38525,Standing
931,0.39,-0.91,0.13,38566,Standing
932,0.39,-0.9,0.12,38607,Standing
933,0.39,-0.91,0.12,38648,Standing
934,0.4,-0.92,0.13,38689,Standing
935,0.4,-0.92,0.12,38730,Standing
936,0.39,-0.91,0.12,38771,Standing
937,0.39,-0.91,0.12,38812,Standing
938,0.39,-0.92,0.13,38853,Standing
939,0.38,-0.9,0.14,38894,Standing
940,0.37,-0.91,0.15,38935,Standing
941,0.38,-0.91,0.14,38976,Standing
942,0.37,-0.91,0.13,39016,Standing
943,0.37,-0.91,0.14,39056,Standing
944,0.38,-0.91,0.13,39097,Standing
945,0.37,-0.91,0.12,39138,Standing
946,0.38,-0.92,0.13,39179,Standing
947,0.37,-0.92,0.12,39220,Standing
948,0.38,-0.93,0.13,39260,Standing
949,0.38,-0.9,0.13,39301,Standing
950,0.36,-0.9,0.12,39342,Standing
951,0.38,-0.9,0.13,39383,Standing
952,0.39,-0.91,0.13,39424,Standing
953,0.4,-0.92,0.14,39464,Standing
954,0.39,-0.92,0.14,39505,Standing
955,0.39,-0.92,0.14,39546,Standing
956,0.39,-0.93,0.14,39587,Standing
957,0.37,-0.93,0.14,39628,Standing
958,0.36,-0.91,0.14,39669,Standing
959,0.37,-0.94,0.13,39710,Standing
960,0.35,-0.92,0.12,39751,Standing
961,0.36,-0.93,0.11,39792,Standing
962,0.37,-0.92,0.1,39833,Standing
963,0.36,-0.92,0.1,39874,Standing
964,0.37,-0.91,0.09,39915,Standing
965,0.37,-0.92,0.1,39956,Standing
966,0.38,-0.92,0.09,39997,Standing
967,0.38,-0.93,0.12,40038,Standing
968,0.37,-0.91,0.11,40079,Standing
969,0.39,-0.91,0.13,40120,Standing
970,0.4,-0.93,0.13,40161,Standing
971,0.39,-0.92,0.15,40202,Standing
972,0.39,-0.93,0.14,40243,Standing
973,0.38,-0.91,0.12,40284,Standing
974,0.39,-0.93,0.12,40325,Standing
975,0.38,-0.91,0.11,40366,Standing
976,0.37,-0.93,0.11,40407,Standing
977,0.38,-0.92,0.11,40448,Standing
978,0.38,-0.92,0.1,40488,Standing
979,0.37,-0.92,0.11,40529,Standing
980,0.37,-0.91,0.1,40570,Standing
981,0.38,-0.93,0.11,40611,Standing
982,0.37,-0.93,0.12,40652,Standing
983,0.37,-0.92,0.11,40693,Standing
984,0.37,-0.91,0.11,40734,Standing
985,0.39,-0.92,0.12,40775,Standing
986,0.37,-0.93,0.12,40816,Standing
987,0.37,-0.92,0.12,40857,Standing
988,0.37,-0.93,0.11,40898,Standing
989,0.38,-0.93,0.12,40939,Standing
990,0.36,-0.93,0.11,40980,Standing
991,0.36,-0.93,0.11,41021,Standing
992,0.36,-0.92,0.1,41062,Standing
993,0.37,-0.93,0.11,41103,Standing
994,0.37,-0.93,0.11,41144,Standing
995,0.36,-0.93,0.11,41185,Standing
996,0.37,-0.92,0.11,41226,Standing
997,0.36,-0.93,0.11,41267,Standing
998,0.37,-0.94,0.12,41308,Standing
999,0.37,-0.93,0.11,41349,Standing
1000,0.37,-0.93,0.11,41390,Standing
1001,0.39,-0.94,0.11,41431,Standing
1002,0.37,-0.92,0.11,41472,Standing
1003,0.36,-0.93,0.11,41512,Standing
1004,0.37,-0.92,0.1,41553,Standing
1005,0.36,-0.93,0.11,41594,Standing
1006,0.37,-0.93,0.12,41635,Standing
1007,0.36,-0.93,0.12,41676,Standing
1008,0.36,-0.92,0.11,41717,Standing
1009,0.38,-0.93,0.12,41758,Standing
1010,0.37,-0.91,0.11,41799,Standing
1011,0.36,-0.91,0.12,41840,Standing
1012,0.37,-0.92,0.12,41881,Standing
1013,0.36,-0.92,0.11,41922,Standing
1014,0.37,-0.92,0.12,41963,Standing
1015,0.36,-0.91,0.11,42004,Standing
1016,0.36,-0.91,0.11,42045,Standing
1017,0.36,-0.93,0.12,42086,Standing
1018,0.36,-0.93,0.12,42127,Standing
1019,0.37,-0.93,0.12,42168,Standing
1020,0.36,-0.94,0.13,42209,Standing
1021,0.36,-0.93,0.13,42250,Standing
1022,0.36,-0.91,0.14,42291,Standing
1023,0.36,-0.93,0.13,42332,Standing
1024,0.36,-0.92,0.13,42373,Standing
1025,0.36,-0.93,0.13,42414,Standing
1026,0.36,-0.93,0.12,42455,Standing
1027,0.36,-0.92,0.12,42496,Standing
1028,0.37,-0.92,0.12,42536,Standing
1029,0.36,-0.93,0.12,42577,Standing
1030,0.36,-0.93,0.12,42618,Standing
1031,0.36,-0.93,0.12,42659,Standing
1032,0.37,-0.93,0.12,42700,Standing
1033,0.36,-0.94,0.13,42741,Standing
1034,0.36,-0.92,0.13,42782,Standing
1035,0.37,-0.93,0.14,42823,Standing
1036,0.36,-0.92,0.14,42865,Standing
1037,0.37,-0.91,0.13,42905,Standing
1038,0.37,-0.92,0.13,42947,Standing
1039,0.37,-0.93,0.13,42988,Standing
1040,0.37,-0.92,0.14,43029,Standing
1041,0.36,-0.91,0.13,43070,Standing
1042,0.37,-0.93,0.12,43111,Standing
1043,0.37,-0.93,0.12,43152,Standing
1044,0.37,-0.91,0.12,43193,Standing
1045,0.37,-0.92,0.12,43234,Standing
1046,0.37,-0.93,0.12,43275,Standing
1047,0.37,-0.93,0.12,43316,Standing
1048,0.37,-0.92,0.12,43357,Standing
1049,0.36,-0.92,0.13,43398,Standing
1050,0.37,-0.93,0.13,43439,Standing
1051,0.37,-0.93,0.13,43480,Standing
1052,0.36,-0.93,0.13,43521,Standing
1053,0.38,-0.93,0.12,43561,Standing
1054,0.36,-0.93,0.13,43602,Standing
1055,0.36,-0.93,0.12,43643,Standing
1056,0.38,-0.93,0.12,43684,Standing
1057,0.39,-0.93,0.13,43725,Standing
1058,0.4,-0.93,0.14,43766,Standing
1059,0.39,-0.94,0.14,43807,Standing
1060,0.39,-0.93,0.14,43848,Standing
1061,0.38,-0.91,0.14,43889,Standing
1062,0.38,-0.94,0.14,43929,Standing
1063,0.38,-0.9,0.14,43970,Standing
1064,0.37,-0.89,0.15,44011,Standing
1065,0.37,-0.9,0.16,44052,Standing
1066,0.38,-0.88,0.16,44093,Standing
1067,0.37,-0.9,0.16,44134,Standing
1068,0.41,-0.91,0.16,44175,Standing
1069,0.42,-0.9,0.18,44216,Standing
1070,0.42,-0.9,0.18,44256,Standing
1071,0.39,-0.89,0.16,44297,Standing
1072,0.4,-0.9,0.15,44338,Standing
1073,0.41,-0.91,0.14,44379,Standing
1074,0.42,-0.91,0.14,44420,Standing
1075,0.41,-0.89,0.14,44461,Standing
1076,0.39,-0.9,0.15,44502,Standing
1077,0.41,-0.92,0.14,44544,Standing
1078,0.41,-0.9,0.15,44584,Standing
1079,0.39,-0.9,0.15,44625,Standing
1080,0.38,-0.91,0.15,44666,Standing
1081,0.39,-0.91,0.16,44707,Standing
1082,0.39,-0.91,0.15,44748,Standing
1083,0.38,-0.91,0.16,44789,Standing
1084,0.38,-0.91,0.17,44830,Standing
1085,0.38,-0.91,0.17,44871,Standing
1086,0.39,-0.93,0.16,44912,Standing
1087,0.39,-0.92,0.15,44953,Standing
1088,0.38,-0.91,0.15,44994,Standing
1089,0.39,-0.91,0.14,45034,Standing
1090,0.39,-0.91,0.16,45075,Standing
1091,0.39,-0.91,0.16,45116,Standing
1092,0.39,-0.9,0.16,45157,Standing
1093,0.4,-0.89,0.15,45198,Standing
1094,0.38,-0.91,0.15,45239,Standing
1095,0.41,-0.91,0.14,45280,Standing
1096,0.39,-0.91,0.15,45321,Standing
1097,0.39,-0.9,0.15,45361,Standing
1098,0.39,-0.91,0.14,45402,Standing
1099,0.4,-0.9,0.13,45443,Standing
1100,0.37,-0.91,0.13,45484,Standing
1101,0.38,-0.91,0.13,45524,Standing
1102,0.37,-0.91,0.13,45565,Standing
1103,0.38,-0.92,0.13,45606,Standing
1104,0.38,-0.91,0.14,45647,Standing
1105,0.36,-0.93,0.14,45687,Standing
1106,0.38,-0.91,0.15,45728,Standing
1107,0.39,-0.91,0.16,45769,Standing
1108,0.39,-0.93,0.14,45810,Standing
1109,0.39,-0.91,0.14,45850,Standing
1110,0.39,-0.91,0.14,45891,Standing
1111,0.4,-0.91,0.13,45932,Standing
1112,0.4,-0.92,0.13,45973,Standing
1113,0.4,-0.93,0.13,46014,Standing
1114,0.4,-0.93,0.14,46055,Standing
1115,0.41,-0.92,0.13,46096,Standing
1116,0.39,-0.92,0.13,46137,Standing
1117,0.4,-0.91,0.13,46178,Standing
1118,0.38,-0.91,0.12,46219,Standing
1119,0.38,-0.92,0.12,46260,Standing
1120,0.38,-0.91,0.12,46301,Standing
1121,0.37,-0.89,0.13,46342,Standing
1122,0.37,-0.93,0.11,46383,Standing
1123,0.36,-0.91,0.11,46424,Standing
1124,0.36,-0.91,0.12,46465,Standing
1125,0.36,-0.92,0.12,46505,Standing
1126,0.37,-0.91,0.12,46546,Standing
1127,0.37,-0.95,0.13,46587,Standing
1128,0.37,-0.93,0.13,46628,Standing
1129,0.38,-0.93,0.14,46669,Standing
1130,0.38,-0.93,0.13,46710,Standing
1131,0.4,-0.93,0.11,46751,Standing
1132,0.42,-0.93,0.12,46792,Standing
1133,0.43,-0.92,0.11,46833,Standing
1134,0.42,-0.92,0.12,46874,Standing
1135,0.4,-0.91,0.11,46915,Standing
1136,0.37,-0.91,0.12,46956,Standing
1137,0.39,-0.92,0.11,46997,Standing
1138,0.38,-0.91,0.12,47038,Standing
1139,0.37,-0.91,0.11,47079,Standing
1140,0.37,-0.9,0.11,47120,Standing
1141,0.38,-0.91,0.12,47161,Standing
1142,0.39,-0.9,0.12,47202,Standing
1143,0.39,-0.91,0.12,47243,Standing
1144,0.39,-0.91,0.12,47284,Standing
1145,0.41,-0.93,0.13,47325,Standing
1146,0.39,-0.91,0.13,47366,Standing
1147,0.39,-0.93,0.13,47407,Standing
1148,0.39,-0.91,0.13,47448,Standing
1149,0.39,-0.92,0.12,47489,Standing
1150,0.39,-0.91,0.13,47529,Standing
1151,0.4,-0.91,0.13,47570,Standing
1152,0.39,-0.91,0.13,47611,Standing
1153,0.39,-0.91,0.13,47652,Standing
1154,0.39,-0.91,0.12,47693,Standing
1155,0.39,-0.93,0.13,47734,Standing
1156,0.4,-0.92,0.13,47775,Standing
1157,0.38,-0.9,0.13,47816,Standing
1158,0.37,-0.92,0.12,47857,Standing
1159,0.39,-0.91,0.12,47898,Standing
1160,0.38,-0.9,0.12,47939,Standing
1161,0.39,-0.93,0.13,47980,Standing
1162,0.4,-0.91,0.13,48021,Standing
1163,0.39,-0.9,0.14,48062,Standing
1164,0.4,-0.91,0.14,48103,Standing
1165,0.42,-0.9,0.14,48144,Standing
1166,0.42,-0.91,0.15,48185,Standing
1167,0.42,-0.91,0.14,48226,Standing
1168,0.42,-0.92,0.14,48267,Standing
1169,0.41,-0.9,0.13,48308,Standing
1170,0.41,-0.91,0.13,48349,Standing
1171,0.38,-0.91,0.14,48390,Standing
1172,0.38,-0.92,0.12,48431,Standing
1173,0.38,-0.92,0.13,48472,Standing
1174,0.38,-0.91,0.13,48513,Standing
1175,0.38,-0.91,0.14,48553,Standing
1176,0.38,-0.92,0.12,48594,Standing
1177,0.39,-0.91,0.13,48635,Standing
1178,0.39,-0.92,0.13,48676,Standing
1179,0.4,-0.9,0.14,48717,Standing
1180,0.39,-0.92,0.14,48758,Standing
1181,0.39,-0.93,0.13,48799,Standing
1182,0.39,-0.91,0.14,48840,Standing
1183,0.39,-0.91,0.14,48881,Standing
1184,0.38,-0.91,0.13,48922,Standing
1185,0.37,-0.91,0.13,48963,Standing
1186,0.37,-0.91,0.12,49004,Standing
1187,0.38,-0.91,0.12,49045,Standing
1188,0.39,-0.91,0.12,49086,Standing
1189,0.38,-0.9,0.12,49127,Standing
1190,0.39,-0.93,0.13,49168,Standing
1191,0.37,-0.91,0.14,49209,Standing
1192,0.37,-0.92,0.12,49250,Standing
1193,0.37,-0.92,0.12,49291,Standing
1194,0.36,-0.92,0.13,49332,Standing
1195,0.37,-0.92,0.12,49373,Standing
1196,0.37,-0.91,0.12,49414,Standing
1197,0.38,-0.91,0.12,49455,Standing
1198,0.38,-0.91,0.12,49496,Standing
1199,0.39,-0.93,0.13,49537,Standing
1200,0.4,-0.93,0.12,49579,Standing
1201,0.4,-0.94,0.12,49619,Standing
1202,0.39,-0.93,0.12,49660,Standing
1203,0.38,-0.91,0.12,49701,Standing
1204,0.37,-0.92,0.11,49742,Standing
1205,0.37,-0.93,0.11,49783,Standing
1206,0.38,-0.93,0.1,49824,Standing
1207,0.38,-0.93,0.11,49865,Standing
1208,0.39,-0.92,0.11,49906,Standing
1209,0.38,-0.92,0.11,49947,Standing
1210,0.37,-0.93,0.11,49988,Standing
1211,0.39,-0.92,0.11,50029,Standing
1212,0.37,-0.91,0.11,50070,Standing
1213,0.38,-0.91,0.11,50111,Standing
1214,0.38,-0.92,0.12,50152,Standing
1215,0.38,-0.92,0.12,50193,Standing
1216,0.39,-0.91,0.12,50234,Standing
1217,0.38,-0.92,0.11,50275,Standing
1218,0.38,-0.91,0.12,50316,Standing
1219,0.37,-0.91,0.12,50357,Standing
1220,0.38,-0.93,0.12,50398,Standing
1221,0.37,-0.92,0.12,50439,Standing
1222,0.37,-0.92,0.12,50480,Standing
1223,0.37,-0.91,0.13,50521,Standing
1224,0.37,-0.92,0.13,50562,Standing
1225,0.37,-0.93,0.12,50603,Standing
1226,0.37,-0.91,0.12,50643,Standing
1227,0.37,-0.92,0.13,50684,Standing
1228,0.37,-0.91,0.13,50725,Standing
1229,0.37,-0.92,0.12,50766,Standing
1230,0.38,-0.91,0.12,50807,Standing
1231,0.38,-0.91,0.12,50848,Standing
1232,0.39,-0.93,0.13,50889,Standing
1233,0.38,-0.92,0.12,50930,Standing
1234,0.39,-0.93,0.13,50971,Standing
1235,0.37,-0.92,0.13,51012,Standing
1236,0.38,-0.92,0.13,51053,Standing
1237,0.38,-0.92,0.12,51094,Standing
1238,0.37,-0.92,0.12,51135,Standing
1239,0.37,-0.92,0.12,51176,Standing
1240,0.37,-0.92,0.12,51217,Standing
1241,0.37,-0.93,0.12,51258,Standing
1242,0.37,-0.91,0.12,51299,Standing
1243,0.37,-0.93,0.12,51340,Standing
1244,0.37,-0.91,0.12,51380,Standing
1245,0.36,-0.91,0.12,51421,Standing
1246,0.38,-0.93,0.12,51462,Standing
1247,0.37,-0.92,0.12,51503,Standing
1248,0.37,-0.92,0.13,51544,Standing
1249,0.37,-0.92,0.12,51585,Standing
1250,0.38,-0.92,0.12,51625,Standing
1251,0.38,-0.92,0.12,51666,Standing
1252,0.37,-0.92,0.12,51706,Standing
1253,0.37,-0.91,0.12,51747,Standing
1254,0.37,-0.92,0.12,51788,Standing
1255,0.38,-0.93,0.12,51829,Standing
1256,0.38,-0.93,0.12,51870,Standing
1257,0.37,-0.91,0.12,51911,Standing
1258,0.38,-0.93,0.12,51952,Standing
1259,0.38,-0.92,0.12,51993,Standing
