,x,y,z,t,activity
25768,0.96,-0.05,0.32,1052691,Lying
25769,0.96,-0.05,0.33,1052732,Lying
25770,0.96,-0.05,0.32,1052773,Lying
25771,0.95,-0.04,0.32,1052814,Lying
25772,0.96,-0.05,0.32,1052855,Lying
25773,0.95,-0.05,0.32,1052896,Lying
25774,0.95,-0.04,0.33,1052937,Lying
25775,0.95,-0.05,0.32,1052978,Lying
25776,0.96,-0.04,0.32,1053019,Lying
25777,0.96,-0.05,0.32,1053060,Lying
25778,0.96,-0.05,0.32,1053101,Lying
25779,0.95,-0.04,0.32,1053142,Lying
25780,0.96,-0.05,0.32,1053182,Lying
25781,0.96,-0.04,0.32,1053223,Lying
25782,0.95,-0.05,0.32,1053264,Lying
25783,0.96,-0.05,0.31,1053305,Lying
25784,0.96,-0.05,0.32,1053346,Lying
25785,0.96,-0.05,0.32,1053387,Lying
25786,0.96,-0.05,0.32,1053428,Lying
25787,0.96,-0.05,0.32,1053469,Lying
25788,0.95,-0.05,0.33,1053510,Lying
25789,0.96,-0.05,0.32,1053551,Lying
25790,0.96,-0.04,0.32,1053592,Lying
25791,0.95,-0.05,0.33,1053632,Lying
25792,0.95,-0.04,0.33,1053673,Lying
25793,0.96,-0.05,0.32,1053714,Lying
25794,0.96,-0.05,0.32,1053755,Lying
25795,0.96,-0.04,0.32,1053796,Lying
25796,0.95,-0.05,0.33,1053837,Lying
25797,0.96,-0.05,0.32,1053878,Lying
25798,0.96,-0.05,0.32,1053919,Lying
25799,0.95,-0.05,0.32,1053960,Lying
25800,0.96,-0.05,0.33,1054001,Lying
25801,0.95,-0.05,0.32,1054042,Lying
25802,0.96,-0.05,0.33,1054083,Lying
25803,0.96,-0.05,0.32,1054124,Lying
25804,0.96,-0.05,0.33,1054164,Lying
25805,0.96,-0.05,0.32,1054205,Lying
25806,0.95,-0.05,0.32,1054246,Lying
25807,0.95,-0.05,0.32,1054287,Lying
25808,0.96,-0.05,0.33,1054328,Lying
25809,0.96,-0.04,0.32,1054369,Lying
25810,0.96,-0.05,0.32,1054410,Lying
25811,0.96,-0.05,0.33,1054450,Lying
25812,0.96,-0.05,0.32,1054491,Lying
25813,0.96,-0.04,0.33,1054532,Lying
25814,0.95,-0.04,0.33,1054573,Lying
25815,0.96,-0.05,0.33,1054614,Lying
25816,0.96,-0.05,0.33,1054655,Lying
25817,0.96,-0.05,0.32,1054696,Lying
25818,0.96,-0.04,0.33,1054737,Lying
25819,0.96,-0.05,0.33,1054778,Lying
25820,0.96,-0.04,0.32,1054819,Lying
25821,0.96,-0.05,0.32,1054860,Lying
25822,0.96,-0.04,0.33,1054901,Lying
25823,0.96,-0.05,0.32,1054942,Lying
25824,0.96,-0.04,0.32,1054983,Lying
25825,0.96,-0.04,0.32,1055024,Lying
25826,0.96,-0.05,0.32,1055065,Lying
25827,0.96,-0.05,0.33,1055106,Lying
25828,0.96,-0.05,0.32,1055148,Lying
25829,0.95,-0.04,0.32,1055188,Lying
25830,0.96,-0.05,0.33,1055229,Lying
25831,0.96,-0.05,0.33,1055270,Lying
25832,0.95,-0.05,0.32,1055311,Lying
25833,0.96,-0.04,0.32,1055352,Lying
25834,0.95,-0.04,0.32,1055393,Lying
25835,0.95,-0.04,0.32,1055434,Lying
25836,0.96,-0.05,0.32,1055475,Lying
25837,0.96,-0.04,0.32,1055516,Lying
25838,0.96,-0.04,0.32,1055557,Lying
25839,0.95,-0.05,0.32,1055598,Lying
25840,0.96,-0.05,0.32,1055639,Lying
25841,0.96,-0.05,0.32,1055680,Lying
25842,0.95,-0.05,0.32,1055721,Lying
25843,0.95,-0.05,0.32,1055762,Lying
25844,0.96,-0.05,0.32,1055803,Lying
25845,0.96,-0.05,0.32,1055844,Lying
25846,0.96,-0.04,0.32,1055885,Lying
25847,0.96,-0.05,0.32,1055926,Lying
25848,0.95,-0.05,0.32,1055967,Lying
25849,0.96,-0.05,0.32,1056008,Lying
25850,0.96,-0.05,0.32,1056049,Lying
25851,0.96,-0.05,0.33,1056089,Lying
25852,0.96,-0.05,0.32,1056130,Lying
25853,0.96,-0.05,0.32,1056171,Lying
25854,0.96,-0.05,0.33,1056211,Lying
25855,0.96,-0.05,0.32,1056252,Lying
25856,0.96,-0.05,0.32,1056293,Lying
25857,0.96,-0.04,0.32,1056334,Lying
25858,0.95,-0.05,0.32,1056375,Lying
25859,0.95,-0.05,0.34,1056416,Lying
25860,0.96,-0.05,0.32,1056457,Lying
25861,0.96,-0.04,0.32,1056498,Lying
25862,0.96,-0.05,0.32,1056539,Lying
25863,0.96,-0.05,0.32,1056579,Lying
25864,0.96,-0.04,0.32,1056620,Lying
25865,0.95,-0.05,0.32,1056661,Lying
25866,0.96,-0.05,0.32,1056701,Lying
25867,0.96,-0.05,0.33,1056742,Lying
25868,0.96,-0.04,0.33,1056783,Lying
25869,0.95,-0.05,0.32,1056824,Lying
25870,0.95,-0.05,0.33,1056865,Lying
25871,0.96,-0.05,0.32,1056906,Lying
25872,0.96,-0.04,0.32,1056947,Lying
25873,0.95,-0.05,0.32,1056988,Lying
25874,0.95,-0.05,0.33,1057028,Lying
25875,0.96,-0.05,0.32,1057069,Lying
25876,0.95,-0.05,0.32,1057110,Lying
25877,0.95,-0.04,0.32,1057150,Lying
25878,0.95,-0.05,0.32,1057191,Lying
25879,0.96,-0.05,0.33,1057231,Lying
25880,0.95,-0.04,0.32,1057272,Lying
25881,0.96,-0.04,0.32,1057313,Lying
25882,0.95,-0.05,0.32,1057354,Lying
25883,0.96,-0.05,0.32,1057395,Lying
25884,0.96,-0.05,0.33,1057435,Lying
25885,0.96,-0.05,0.32,1057476,Lying
25886,0.96,-0.05,0.33,1057517,Lying
25887,0.96,-0.04,0.32,1057558,Lying
25888,0.95,-0.05,0.32,1057599,Lying
25889,0.95,-0.05,0.33,1057640,Lying
25890,0.96,-0.04,0.32,1057680,Lying
25891,0.95,-0.05,0.32,1057721,Lying
25892,0.95,-0.05,0.32,1057762,Lying
25893,0.96,-0.04,0.32,1057803,Lying
25894,0.96,-0.05,0.32,1057844,Lying
25895,0.95,-0.05,0.32,1057885,Lying
25896,0.96,-0.05,0.32,1057926,Lying
25897,0.95,-0.05,0.32,1057967,Lying
25898,0.96,-0.05,0.33,1058008,Lying
25899,0.95,-0.04,0.32,1058048,Lying
25900,0.96,-0.05,0.32,1058088,Lying
25901,0.96,-0.06,0.32,1058129,Lying
25902,0.96,-0.04,0.32,1058170,Lying
25903,0.96,-0.04,0.32,1058211,Lying
25904,0.96,-0.04,0.33,1058252,Lying
25905,0.96,-0.04,0.32,1058292,Lying
25906,0.96,-0.05,0.32,1058333,Lying
25907,0.96,-0.04,0.32,1058374,Lying
25908,0.96,-0.05,0.32,1058415,Lying
25909,0.95,-0.04,0.31,1058456,Lying
25910,0.96,-0.05,0.32,1058496,Lying
25911,0.96,-0.04,0.33,1058537,Lying
25912,0.96,-0.05,0.33,1058578,Lying
25913,0.95,-0.05,0.33,1058619,Lying
25914,0.96,-0.05,0.32,1058659,Lying
25915,0.96,-0.04,0.32,1058700,Lying
25916,0.95,-0.04,0.33,1058741,Lying
25917,0.96,-0.05,0.32,1058782,Lying
25918,0.96,-0.04,0.32,1058823,Lying
25919,0.96,-0.05,0.32,1058864,Lying
25920,0.96,-0.04,0.32,1058905,Lying
25921,0.96,-0.05,0.33,1058946,Lying
25922,0.96,-0.05,0.33,1058987,Lying
25923,0.95,-0.05,0.32,1059028,Lying
25924,0.95,-0.05,0.32,1059068,Lying
25925,0.95,-0.05,0.32,1059109,Lying
25926,0.96,-0.05,0.32,1059150,Lying
25927,0.95,-0.05,0.32,1059191,Lying
25928,0.96,-0.04,0.32,1059232,Lying
25929,0.96,-0.05,0.32,1059273,Lying
25930,0.95,-0.05,0.33,1059314,Lying
25931,0.96,-0.05,0.32,1059355,Lying
25932,0.95,-0.04,0.33,1059396,Lying
25933,0.96,-0.05,0.32,1059436,Lying
25934,0.96,-0.05,0.33,1059477,Lying
25935,0.95,-0.05,0.32,1059518,Lying
25936,0.96,-0.05,0.33,1059559,Lying
25937,0.96,-0.05,0.32,1059600,Lying
25938,0.96,-0.05,0.33,1059641,Lying
25939,0.95,-0.05,0.33,1059682,Lying
25940,0.96,-0.04,0.32,1059723,Lying
25941,0.96,-0.04,0.33,1059764,Lying
25942,0.96,-0.05,0.33,1059805,Lying
25943,0.96,-0.05,0.33,1059846,Lying
25944,0.96,-0.05,0.33,1059887,Lying
25945,0.95,-0.05,0.32,1059928,Lying
25946,0.96,-0.05,0.33,1059969,Lying
25947,0.96,-0.05,0.33,1060009,Lying
25948,0.96,-0.05,0.33,1060050,Lying
25949,0.95,-0.05,0.32,1060091,Lying
25950,0.96,-0.05,0.32,1060132,Lying
25951,0.96,-0.05,0.32,1060173,Lying
25952,0.96,-0.04,0.32,1060214,Lying
25953,0.95,-0.04,0.33,1060255,Lying
25954,0.96,-0.04,0.32,1060296,Lying
25955,0.96,-0.05,0.32,1060337,Lying
25956,0.96,-0.05,0.32,1060378,Lying
25957,0.96,-0.04,0.33,1060419,Lying
25958,0.96,-0.04,0.32,1060460,Lying
25959,0.96,-0.04,0.33,1060501,Lying
25960,0.96,-0.04,0.32,1060542,Lying
25961,0.96,-0.05,0.32,1060583,Lying
25962,0.95,-0.04,0.32,1060624,Lying
25963,0.95,-0.05,0.33,1060665,Lying
25964,0.96,-0.05,0.32,1060706,Lying
25965,0.96,-0.05,0.32,1060747,Lying
25966,0.95,-0.05,0.33,1060788,Lying
25967,0.96,-0.05,0.32,1060829,Lying
25968,0.95,-0.04,0.33,1060870,Lying
25969,0.95,-0.05,0.33,1060910,Lying
25970,0.96,-0.05,0.32,1060951,Lying
25971,0.95,-0.04,0.32,1060992,Lying
25972,0.96,-0.05,0.32,1061032,Lying
25973,0.96,-0.05,0.32,1061073,Lying
25974,0.96,-0.05,0.32,1061114,Lying
25975,0.96,-0.05,0.33,1061155,Lying
25976,0.96,-0.05,0.32,1061196,Lying
25977,0.96,-0.05,0.34,1061237,Lying
25978,0.96,-0.05,0.33,1061278,Lying
25979,0.96,-0.05,0.32,1061319,Lying
25980,0.96,-0.05,0.32,1061360,Lying
25981,0.95,-0.05,0.32,1061401,Lying
25982,0.96,-0.04,0.32,1061442,Lying
25983,0.95,-0.04,0.32,1061483,Lying
25984,0.95,-0.05,0.32,1061524,Lying
25985,0.96,-0.05,0.32,1061565,Lying
25986,0.96,-0.05,0.32,1061606,Lying
25987,0.96,-0.05,0.32,1061647,Lying
25988,0.96,-0.05,0.32,1061688,Lying
25989,0.96,-0.05,0.32,1061729,Lying
25990,0.96,-0.04,0.34,1061770,Lying
25991,0.95,-0.05,0.33,1061811,Lying
25992,0.96,-0.04,0.32,1061852,Lying
25993,0.96,-0.05,0.32,1061893,Lying
25994,0.96,-0.05,0.33,1061934,Lying
25995,0.96,-0.05,0.33,1061975,Lying
25996,0.96,-0.05,0.33,1062017,Lying
25997,0.96,-0.05,0.33,1062057,Lying
25998,0.96,-0.05,0.33,1062098,Lying
25999,0.95,-0.05,0.33,1062139,Lying
26000,0.96,-0.05,0.32,1062180,Lying
26001,0.95,-0.04,0.33,1062220,Lying
26002,0.96,-0.05,0.33,1062261,Lying
26003,0.96,-0.05,0.33,1062302,Lying
26004,0.96,-0.05,0.32,1062343,Lying
26005,0.96,-0.05,0.32,1062384,Lying
26006,0.96,-0.05,0.32,1062425,Lying
26007,0.95,-0.05,0.32,1062466,Lying
26008,0.96,-0.05,0.33,1062507,Lying
26009,0.95,-0.05,0.33,1062548,Lying
26010,0.96,-0.05,0.32,1062589,Lying
26011,0.96,-0.05,0.32,1062630,Lying
26012,0.96,-0.05,0.32,1062671,Lying
26013,0.95,-0.04,0.33,1062712,Lying
26014,0.96,-0.05,0.33,1062753,Lying
26015,0.95,-0.05,0.32,1062793,Lying
26016,0.96,-0.05,0.32,1062834,Lying
26017,0.96,-0.05,0.34,1062875,Lying
26018,0.96,-0.04,0.32,1062915,Lying
26019,0.96,-0.05,0.32,1062956,Lying
26020,0.96,-0.05,0.32,1062996,Lying
26021,0.95,-0.05,0.32,1063037,Lying
26022,0.96,-0.05,0.33,1063078,Lying
26023,0.96,-0.05,0.32,1063119,Lying
26024,0.95,-0.05,0.34,1063160,Lying
26025,0.95,-0.05,0.33,1063201,Lying
26026,0.96,-0.04,0.32,1063242,Lying
26027,0.96,-0.05,0.33,1063283,Lying
26028,0.96,-0.05,0.33,1063324,Lying
26029,0.96,-0.04,0.32,1063365,Lying
26030,0.96,-0.06,0.32,1063406,Lying
26031,0.96,-0.04,0.32,1063447,Lying
26032,0.95,-0.04,0.33,1063488,Lying
26033,0.96,-0.05,0.32,1063529,Lying
26034,0.96,-0.05,0.32,1063570,Lying
26035,0.96,-0.05,0.33,1063611,Lying
26036,0.95,-0.05,0.32,1063652,Lying
26037,0.96,-0.05,0.32,1063693,Lying
26038,0.96,-0.05,0.32,1063734,Lying
26039,0.96,-0.04,0.32,1063774,Lying
26040,0.96,-0.05,0.32,1063815,Lying
26041,0.96,-0.05,0.32,1063856,Lying
26042,0.95,-0.05,0.32,1063897,Lying
26043,0.96,-0.05,0.33,1063938,Lying
26044,0.96,-0.05,0.32,1063979,Lying
26045,0.96,-0.04,0.33,1064019,Lying
26046,0.95,-0.04,0.33,1064060,Lying
26047,0.96,-0.05,0.33,1064100,Lying
26048,0.96,-0.05,0.33,1064141,Lying
26049,0.96,-0.05,0.34,1064182,Lying
26050,0.96,-0.05,0.32,1064223,Lying
26051,0.96,-0.05,0.33,1064264,Lying
26052,0.96,-0.05,0.33,1064305,Lying
26053,0.95,-0.05,0.33,1064345,Lying
26054,0.95,-0.05,0.33,1064386,Lying
26055,0.95,-0.05,0.33,1064427,Lying
26056,0.95,-0.05,0.33,1064468,Lying
26057,0.96,-0.05,0.33,1064509,Lying
26058,0.95,-0.05,0.33,1064549,Lying
26059,0.95,-0.04,0.32,1064589,Lying
26060,0.95,-0.04,0.33,1064629,Lying
26061,0.96,-0.05,0.33,1064670,Lying
26062,0.96,-0.05,0.32,1064711,Lying
26063,0.96,-0.04,0.33,1064752,Lying
26064,0.96,-0.05,0.33,1064793,Lying
26065,0.96,-0.05,0.32,1064833,Lying
26066,0.96,-0.05,0.32,1064873,Lying
26067,0.96,-0.05,0.33,1064914,Lying
26068,0.95,-0.05,0.32,1064955,Lying
26069,0.96,-0.04,0.33,1064996,Lying
26070,0.96,-0.05,0.32,1065036,Lying
26071,0.95,-0.04,0.32,1065077,Lying
26072,0.96,-0.05,0.32,1065118,Lying
26073,0.96,-0.05,0.32,1065159,Lying
26074,0.96,-0.05,0.32,1065200,Lying
26075,0.96,-0.04,0.32,1065241,Lying
26076,0.96,-0.05,0.34,1065282,Lying
26077,0.95,-0.04,0.32,1065323,Lying
26078,0.96,-0.05,0.33,1065363,Lying
26079,0.96,-0.04,0.33,1065404,Lying
26080,0.95,-0.04,0.33,1065445,Lying
26081,0.96,-0.05,0.32,1065486,Lying
26082,0.96,-0.05,0.32,1065527,Lying
26083,0.95,-0.05,0.32,1065568,Lying
26084,0.96,-0.05,0.33,1065609,Lying
26085,0.96,-0.04,0.32,1065650,Lying
26086,0.96,-0.05,0.34,1065691,Lying
26087,0.96,-0.04,0.32,1065732,Lying
26088,0.96,-0.04,0.33,1065773,Lying
26089,0.95,-0.04,0.32,1065814,Lying
26090,0.95,-0.04,0.33,1065854,Lying
26091,0.95,-0.04,0.33,1065895,Lying
26092,0.96,-0.05,0.32,1065936,Lying
26093,0.96,-0.05,0.32,1065977,Lying
26094,0.96,-0.05,0.33,1066018,Lying
26095,0.96,-0.05,0.33,1066059,Lying
26096,0.96,-0.04,0.32,1066100,Lying
26097,0.96,-0.05,0.32,1066141,Lying
26098,0.96,-0.05,0.32,1066182,Lying
26099,0.96,-0.05,0.34,1066223,Lying
26100,0.96,-0.05,0.33,1066263,Lying
26101,0.96,-0.05,0.32,1066304,Lying
26102,0.96,-0.05,0.32,1066345,Lying
26103,0.96,-0.05,0.32,1066386,Lying
26104,0.96,-0.05,0.32,1066427,Lying
26105,0.96,-0.05,0.32,1066468,Lying
26106,0.96,-0.05,0.33,1066508,Lying
26107,0.96,-0.05,0.32,1066549,Lying
26108,0.96,-0.04,0.32,1066590,Lying
26109,0.96,-0.05,0.32,1066631,Lying
26110,0.96,-0.05,0.34,1066672,Lying
26111,0.96,-0.05,0.32,1066713,Lying
26112,0.96,-0.05,0.32,1066753,Lying
26113,0.96,-0.05,0.32,1066793,Lying
26114,0.96,-0.05,0.33,1066834,Lying
26115,0.96,-0.05,0.33,1066875,Lying
26116,0.96,-0.05,0.32,1066916,Lying
26117,0.95,-0.05,0.33,1066957,Lying
26118,0.96,-0.04,0.32,1066998,Lying
26119,0.95,-0.05,0.32,1067039,Lying
26120,0.96,-0.05,0.33,1067080,Lying
26121,0.95,-0.05,0.32,1067121,Lying
26122,0.95,-0.05,0.33,1067162,Lying
26123,0.96,-0.05,0.33,1067203,Lying
26124,0.97,-0.05,0.32,1067244,Lying
26125,0.95,-0.05,0.34,1067285,Lying
26126,0.95,-0.04,0.33,1067326,Lying
26127,0.95,-0.04,0.33,1067367,Lying
26128,0.96,-0.04,0.32,1067408,Lying
26129,0.95,-0.04,0.32,1067449,Lying
26130,0.95,-0.04,0.32,1067490,Lying
26131,0.95,-0.05,0.33,1067531,Lying
26132,0.96,-0.04,0.32,1067572,Lying
26133,0.95,-0.04,0.33,1067612,Lying
26134,0.95,-0.04,0.33,1067653,Lying
26135,0.95,-0.05,0.32,1067694,Lying
26136,0.95,-0.04,0.32,1067735,Lying
26137,0.96,-0.05,0.32,1067777,Lying
26138,0.96,-0.05,0.32,1067817,Lying
26139,0.96,-0.05,0.32,1067858,Lying
26140,0.95,-0.05,0.33,1067898,Lying
26141,0.96,-0.04,0.33,1067939,Lying
26142,0.96,-0.05,0.32,1067980,Lying
26143,0.95,-0.04,0.33,1068021,Lying
26144,0.95,-0.05,0.32,1068062,Lying
26145,0.95,-0.05,0.33,1068103,Lying
26146,0.96,-0.05,0.32,1068144,Lying
26147,0.96,-0.05,0.32,1068185,Lying
26148,0.96,-0.05,0.32,1068226,Lying
26149,0.96,-0.05,0.32,1068267,Lying
26150,0.96,-0.05,0.32,1068308,Lying
26151,0.95,-0.05,0.32,1068349,Lying
26152,0.96,-0.05,0.32,1068390,Lying
26153,0.95,-0.04,0.32,1068431,Lying
26154,0.96,-0.05,0.33,1068472,Lying
26155,0.95,-0.05,0.33,1068512,Lying
26156,0.96,-0.05,0.32,1068553,Lying
26157,0.96,-0.05,0.32,1068594,Lying
26158,0.95,-0.04,0.33,1068635,Lying
26159,0.96,-0.04,0.33,1068676,Lying
26160,0.95,-0.05,0.32,1068717,Lying
26161,0.96,-0.04,0.32,1068758,Lying
26162,0.95,-0.04,0.32,1068798,Lying
26163,0.96,-0.05,0.32,1068839,Lying
26164,0.96,-0.05,0.32,1068880,Lying
26165,0.96,-0.05,0.34,1068921,Lying
26166,0.96,-0.05,0.32,1068962,Lying
26167,0.96,-0.05,0.32,1069002,Lying
26168,0.96,-0.05,0.32,1069043,Lying
26169,0.95,-0.04,0.33,1069084,Lying
26170,0.96,-0.05,0.32,1069124,Lying
26171,0.96,-0.04,0.33,1069165,Lying
26172,0.95,-0.05,0.32,1069206,Lying
26173,0.95,-0.05,0.32,1069247,Lying
26174,0.96,-0.04,0.33,1069288,Lying
26175,0.95,-0.05,0.33,1069329,Lying
26176,0.96,-0.04,0.32,1069370,Lying
26177,0.95,-0.04,0.33,1069411,Lying
26178,0.95,-0.05,0.33,1069452,Lying
26179,0.96,-0.05,0.33,1069493,Lying
26180,0.95,-0.05,0.33,1069533,Lying
26181,0.96,-0.05,0.34,1069574,Lying
26182,0.96,-0.05,0.32,1069615,Lying
26183,0.95,-0.05,0.33,1069656,Lying
26184,0.95,-0.04,0.32,1069697,Lying
26185,0.96,-0.05,0.32,1069737,Lying
26186,0.95,-0.05,0.32,1069778,Lying
26187,0.96,-0.05,0.32,1069819,Lying
26188,0.96,-0.05,0.33,1069860,Lying
26189,0.96,-0.04,0.33,1069901,Lying
26190,0.96,-0.05,0.33,1069942,Lying
26191,0.96,-0.05,0.32,1069983,Lying
26192,0.96,-0.04,0.34,1070024,Lying
26193,0.96,-0.04,0.33,1070065,Lying
26194,0.95,-0.05,0.34,1070106,Lying
26195,0.96,-0.05,0.32,1070147,Lying
26196,0.95,-0.05,0.32,1070188,Lying
26197,0.96,-0.05,0.33,1070229,Lying
26198,0.96,-0.05,0.32,1070270,Lying
26199,0.96,-0.05,0.32,1070311,Lying
26200,0.95,-0.05,0.33,1070352,Lying
26201,0.96,-0.05,0.33,1070393,Lying
26202,0.96,-0.05,0.32,1070434,Lying
26203,0.95,-0.05,0.32,1070475,Lying
26204,0.96,-0.05,0.33,1070516,Lying
26205,0.96,-0.04,0.31,1070556,Lying
26206,0.95,-0.05,0.33,1070597,Lying
26207,0.96,-0.04,0.33,1070638,Lying
26208,0.96,-0.05,0.32,1070679,Lying
26209,0.95,-0.05,0.32,1070720,Lying
26210,0.96,-0.05,0.32,1070763,Lying
26211,0.96,-0.05,0.32,1070804,Lying
26212,0.95,-0.05,0.32,1070845,Lying
26213,0.96,-0.05,0.32,1070886,Lying
26214,0.96,-0.05,0.34,1070927,Lying
26215,0.95,-0.05,0.33,1070968,Lying
26216,0.95,-0.04,0.32,1071008,Lying
26217,0.96,-0.04,0.33,1071049,Lying
26218,0.95,-0.05,0.33,1071090,Lying
26219,0.96,-0.05,0.32,1071131,Lying
26220,0.96,-0.05,0.33,1071172,Lying
26221,0.95,-0.04,0.33,1071212,Lying
26222,0.95,-0.04,0.33,1071253,Lying
26223,0.96,-0.05,0.32,1071294,Lying
26224,0.96,-0.05,0.33,1071335,Lying
26225,0.95,-0.05,0.32,1071375,Lying
26226,0.96,-0.05,0.32,1071416,Lying
26227,0.96,-0.05,0.33,1071457,Lying
26228,0.96,-0.04,0.32,1071498,Lying
26229,0.96,-0.05,0.32,1071539,Lying
26230,0.96,-0.05,0.33,1071580,Lying
26231,0.96,-0.05,0.32,1071621,Lying
26232,0.96,-0.04,0.32,1071662,Lying
26233,0.95,-0.05,0.33,1071702,Lying
26234,0.96,-0.05,0.32,1071742,Lying
26235,0.96,-0.05,0.32,1071783,Lying
26236,0.96,-0.04,0.31,1071824,Lying
26237,0.96,-0.04,0.33,1071865,Lying
26238,0.95,-0.05,0.32,1071906,Lying
26239,0.96,-0.05,0.32,1071946,Lying
26240,0.96,-0.05,0.32,1071987,Lying
26241,0.96,-0.04,0.32,1072028,Lying
26242,0.96,-0.05,0.32,1072069,Lying
26243,0.96,-0.05,0.33,1072110,Lying
26244,0.95,-0.05,0.33,1072151,Lying
26245,0.96,-0.04,0.33,1072192,Lying
26246,0.95,-0.05,0.32,1072232,Lying
26247,0.95,-0.05,0.33,1072273,Lying
26248,0.96,-0.04,0.32,1072314,Lying
26249,0.95,-0.05,0.33,1072355,Lying
26250,0.96,-0.04,0.33,1072396,Lying
26251,0.96,-0.05,0.32,1072437,Lying
26252,0.95,-0.04,0.32,1072478,Lying
26253,0.95,-0.05,0.33,1072519,Lying
26254,0.96,-0.05,0.33,1072560,Lying
26255,0.96,-0.05,0.33,1072601,Lying
26256,0.96,-0.05,0.33,1072642,Lying
26257,0.96,-0.05,0.33,1072683,Lying
26258,0.96,-0.05,0.33,1072723,Lying
26259,0.96,-0.05,0.32,1072764,Lying
26260,0.95,-0.05,0.33,1072805,Lying
26261,0.95,-0.05,0.32,1072846,Lying
26262,0.96,-0.05,0.32,1072887,Lying
26263,0.96,-0.05,0.33,1072928,Lying
26264,0.95,-0.05,0.33,1072969,Lying
26265,0.96,-0.05,0.32,1073010,Lying
26266,0.95,-0.05,0.34,1073050,Lying
26267,0.96,-0.05,0.33,1073091,Lying
26268,0.96,-0.04,0.32,1073132,Lying
26269,0.95,-0.05,0.33,1073173,Lying
26270,0.96,-0.05,0.32,1073214,Lying
26271,0.96,-0.04,0.32,1073255,Lying
26272,0.95,-0.05,0.32,1073296,Lying
26273,0.95,-0.05,0.33,1073337,Lying
26274,0.96,-0.04,0.32,1073378,Lying
26275,0.96,-0.04,0.32,1073419,Lying
26276,0.95,-0.05,0.33,1073460,Lying
26277,0.96,-0.04,0.32,1073501,Lying
26278,0.96,-0.05,0.32,1073542,Lying
26279,0.95,-0.05,0.32,1073583,Lying
26280,0.96,-0.05,0.32,1073624,Lying
26281,0.96,-0.05,0.32,1073665,Lying
26282,0.95,-0.05,0.33,1073705,Lying
26283,0.96,-0.05,0.32,1073746,Lying
26284,0.96,-0.05,0.32,1073787,Lying
26285,0.95,-0.04,0.32,1073828,Lying
26286,0.95,-0.05,0.33,1073869,Lying
26287,0.96,-0.05,0.33,1073910,Lying
26288,0.95,-0.05,0.32,1073951,Lying
26289,0.96,-0.05,0.32,1073992,Lying
26290,0.96,-0.05,0.32,1074033,Lying
26291,0.96,-0.05,0.32,1074074,Lying
26292,0.96,-0.04,0.32,1074115,Lying
26293,0.96,-0.05,0.32,1074156,Lying
26294,0.96,-0.05,0.33,1074197,Lying
26295,0.95,-0.05,0.33,1074238,Lying
26296,0.95,-0.05,0.32,1074279,Lying
26297,0.95,-0.05,0.32,1074320,Lying
26298,0.96,-0.05,0.33,1074360,Lying
26299,0.96,-0.05,0.33,1074401,Lying
26300,0.95,-0.05,0.33,1074442,Lying
26301,0.96,-0.04,0.32,1074483,Lying
26302,0.95,-0.05,0.32,1074524,Lying
26303,0.96,-0.05,0.32,1074565,Lying
26304,0.95,-0.05,0.33,1074605,Lying
26305,0.95,-0.05,0.33,1074646,Lying
26306,0.96,-0.05,0.32,1074686,Lying
26307,0.95,-0.04,0.33,1074727,Lying
26308,0.96,-0.05,0.32,1074768,Lying
26309,0.95,-0.04,0.33,1074809,Lying
26310,0.96,-0.05,0.33,1074850,Lying
26311,0.95,-0.05,0.32,1074891,Lying
26312,0.96,-0.05,0.32,1074932,Lying
26313,0.95,-0.04,0.33,1074973,Lying
26314,0.95,-0.05,0.33,1075014,Lying
26315,0.95,-0.05,0.32,1075055,Lying
26316,0.96,-0.05,0.33,1075096,Lying
26317,0.95,-0.05,0.32,1075137,Lying
26318,0.96,-0.04,0.32,1075178,Lying
26319,0.96,-0.05,0.33,1075219,Lying
26320,0.96,-0.05,0.33,1075260,Lying
26321,0.96,-0.05,0.32,1075301,Lying
26322,0.96,-0.05,0.33,1075342,Lying
26323,0.95,-0.05,0.34,1075383,Lying
26324,0.95,-0.04,0.32,1075424,Lying
26325,0.96,-0.05,0.32,1075465,Lying
26326,0.95,-0.05,0.32,1075506,Lying
26327,0.96,-0.05,0.32,1075547,Lying
26328,0.96,-0.05,0.34,1075588,Lying
26329,0.96,-0.05,0.32,1075629,Lying
26330,0.96,-0.05,0.32,1075670,Lying
26331,0.96,-0.05,0.32,1075710,Lying
26332,0.95,-0.05,0.33,1075751,Lying
26333,0.96,-0.05,0.33,1075792,Lying
26334,0.96,-0.05,0.33,1075833,Lying
26335,0.96,-0.05,0.32,1075874,Lying
26336,0.96,-0.05,0.32,1075915,Lying
26337,0.96,-0.05,0.32,1075956,Lying
26338,0.96,-0.05,0.32,1075996,Lying
26339,0.96,-0.04,0.33,1076038,Lying
26340,0.96,-0.05,0.33,1076079,Lying
26341,0.95,-0.05,0.33,1076119,Lying
26342,0.96,-0.05,0.32,1076160,Lying
26343,0.96,-0.05,0.33,1076201,Lying
26344,0.96,-0.04,0.33,1076242,Lying
26345,0.96,-0.05,0.32,1076283,Lying
26346,0.96,-0.05,0.32,1076324,Lying
26347,0.95,-0.05,0.33,1076365,Lying
26348,0.95,-0.05,0.33,1076406,Lying
26349,0.96,-0.05,0.33,1076447,Lying
